loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,interest_rate,inflation_rate,season_of_application,loan_status
2042,3, Not Graduate, Yes,8500000,27700000,4,457,3600000,400000,18900000,5200000,7.6789584,1.7846581,Winter,approved
2043,4, Graduate, Yes,7200000,26000000,6,571,4700000,0,22600000,4200000,5.998919,1.8852985,Summer,approved
2044,0, Not Graduate, No,4300000,17000000,8,619,4100000,6600000,17100000,3900000,4.1281986,1.6693462,Summer,approved
2045,3, Graduate, No,2500000,9300000,4,810,2700000,3300000,9400000,3700000,6.1950507,5,Winter,approved
2046,2, Graduate, No,2900000,6600000,10,326,8600000,2200000,7400000,3400000,6.532905,2.0238495,Winter,rejected
2047,5, Graduate, No,6700000,17200000,18,613,9700000,6800000,24600000,7100000,4.8026247,1.9894738,Summer,approved
2048,1, Graduate, Yes,9300000,19000000,14,689,24000000,11500000,35100000,9000000,5.2862005,1.6725396,Summer,approved
2049,3, Not Graduate, Yes,5400000,16800000,16,550,10700000,6400000,13400000,7000000,6.553016,2.0365942,Winter,approved
2050,5, Graduate, No,700000,1700000,18,757,1900000,200000,2100000,600000,6.9338408,1.8932797,Winter,approved
2051,3, Graduate, No,7000000,18900000,2,691,6300000,7400000,15200000,3900000,2.919625,3.0721743,Fall,approved
2052,0, Graduate, Yes,7000000,21700000,20,498,6600000,5500000,14700000,3900000,3.171195,2.3090281,Spring,rejected
2053,1, Not Graduate, Yes,400000,900000,8,828,600000,500000,1500000,300000,6.593013,2.8810196,Winter,approved
2054,5, Not Graduate, No,6300000,14800000,6,608,16100000,10500000,21800000,5400000,6.709399,1.5253637,Winter,approved
2055,0, Graduate, No,2800000,7300000,6,676,3500000,2200000,5700000,3200000,6.0480037,3.4194298,Winter,approved
2056,1, Graduate, Yes,9000000,33500000,18,727,18800000,10500000,28100000,5300000,5.8470507,2.3666434,Summer,approved
2057,5, Not Graduate, No,9700000,37000000,14,459,28700000,17900000,22800000,5600000,5.7055044,2.8088255,Summer,rejected
2058,5, Graduate, Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000,2.177231,1.184332,Spring,rejected
2059,1, Not Graduate, No,8600000,31500000,16,678,19700000,13400000,22200000,5300000,4.7528877,2.5082777,Summer,approved
2060,5, Not Graduate, No,5200000,11700000,6,658,8100000,5100000,11400000,5600000,3.2098348,2.5010424,Spring,approved
2061,2, Not Graduate, No,8700000,25000000,20,861,14700000,8500000,23200000,7300000,1,2.2737074,Spring,approved
2062,0, Graduate, No,8600000,29000000,18,481,21200000,2600000,27700000,5400000,5.621893,0.8537296,Summer,rejected
2063,3, Graduate, Yes,6300000,23300000,4,347,18300000,12200000,21100000,8100000,7.1172113,2.0484347,Winter,approved
2064,0, Not Graduate, No,4500000,14500000,2,766,6100000,8400000,17200000,6600000,8.304126,1.8977633,Winter,approved
2065,2, Not Graduate, Yes,7900000,22500000,6,571,8100000,5300000,17900000,8100000,4.1066246,1.3929524,Summer,approved
2066,0, Graduate, Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000,2.1567032,2.337987,Spring,approved
2067,5, Graduate, Yes,3800000,10300000,16,606,7700000,1900000,9900000,2700000,8.217493,4.312828,Winter,approved
2068,2, Not Graduate, No,9100000,24900000,16,822,22300000,12100000,31000000,5200000,5.410872,3.5911021,Fall,approved
2069,1, Not Graduate, Yes,4600000,10100000,4,618,2200000,100000,12900000,4300000,6.1102967,2.7882538,Winter,approved
2070,2, Not Graduate, No,5300000,10900000,6,647,14600000,3500000,18700000,3200000,6.131686,4.222612,Winter,approved
2071,2, Graduate, No,3300000,8300000,6,653,4700000,3100000,8300000,4600000,3.6745582,2.4741738,Spring,approved
2072,5, Not Graduate, No,6400000,22300000,12,776,500000,9100000,24100000,5800000,5.110112,1.6941359,Summer,approved
2073,1, Graduate, Yes,900000,1700000,18,464,1300000,0,1900000,700000,3.1269157,3.865033,Fall,rejected
2074,1, Not Graduate, No,400000,1300000,6,695,200000,500000,800000,100000,3.000488,2.3677843,Spring,approved
2075,0, Not Graduate, Yes,5100000,12500000,18,778,3300000,1000000,14800000,3200000,8.049286,1.9786954,Winter,approved
2076,2, Not Graduate, Yes,1700000,3500000,20,693,2200000,1400000,4800000,1700000,5.269086,2.5879185,Summer,approved
2077,4, Not Graduate, No,7600000,23900000,8,672,2500000,1600000,20200000,6700000,4.6717134,1.8302264,Summer,approved
2078,4, Not Graduate, No,8600000,22600000,14,729,300000,16200000,20500000,11900000,5.861268,3.2899284,Fall,approved
2079,4, Graduate, Yes,2200000,7900000,18,848,5100000,1700000,8500000,1600000,4.960346,2.7482517,Summer,approved
2080,1, Not Graduate, Yes,8500000,26200000,8,811,22800000,6400000,32500000,12700000,3.1468418,2.3941176,Spring,approved
2081,2, Not Graduate, No,2300000,5000000,16,588,2000000,3500000,7000000,1500000,3.3955998,2.517564,Spring,approved
2082,1, Not Graduate, Yes,9200000,24500000,4,545,25700000,0,20600000,13300000,2.7707307,2.249199,Spring,rejected
2083,0, Graduate, No,8800000,30900000,12,729,1700000,700000,25700000,11400000,5.2752156,1.7135993,Summer,approved
2084,5, Graduate, No,700000,2400000,16,447,1300000,700000,2600000,800000,5.96407,3.8908274,Fall,rejected
2085,0, Not Graduate, Yes,300000,1100000,2,482,200000,100000,1100000,400000,4.486021,4.012253,Winter,approved
2086,0, Not Graduate, Yes,9000000,18700000,18,865,26800000,0,20900000,11300000,6.655769,2.5182407,Winter,approved
2087,2, Graduate, No,700000,2000000,8,806,1900000,1100000,2200000,400000,6.741348,2.4356933,Winter,approved
2088,4, Not Graduate, No,2400000,6600000,2,722,6100000,3300000,5600000,3000000,8.304126,1.8977633,Winter,approved
2089,5, Graduate, No,4700000,14400000,16,884,9900000,4400000,9300000,3800000,6.472474,1.0940326,Winter,approved
2090,2, Not Graduate, Yes,6700000,20200000,6,701,8800000,12200000,13900000,8200000,6.7227893,1.1614941,Winter,approved
2091,2, Not Graduate, Yes,200000,500000,6,746,400000,0,500000,0,5.090985,2.7457147,Summer,approved
2092,3, Not Graduate, Yes,4900000,19000000,4,575,14100000,9100000,16500000,4600000,3.4918709,0.006209517,Spring,approved
2093,3, Graduate, No,5300000,15000000,6,717,7000000,4100000,17100000,5300000,4.56566,3.4221423,Fall,approved
2094,1, Not Graduate, Yes,7000000,20300000,14,837,7700000,2200000,19700000,5500000,5.769774,3.580918,Fall,approved
2095,5, Graduate, No,5700000,12900000,18,807,4100000,900000,18600000,5500000,6.6263433,2.3483646,Winter,approved
2096,1, Not Graduate, No,6000000,13600000,12,589,9000000,300000,12600000,7100000,2.4954276,3.6492658,Fall,approved
2097,5, Graduate, Yes,1500000,4900000,6,618,3400000,1000000,3200000,900000,3.9410496,0.89729345,Spring,approved
2098,5, Not Graduate, Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000,6.2014537,3.098875,Winter,approved
2099,2, Not Graduate, No,9100000,24900000,16,822,22300000,12100000,31000000,5200000,5.4416018,2.1579924,Summer,approved
2100,2, Not Graduate, No,3200000,10500000,12,502,4300000,1500000,10000000,4500000,5.5255394,2.376541,Summer,rejected
2101,3, Not Graduate, No,9500000,22200000,8,571,4400000,8600000,24400000,10500000,6.3587832,2.7585127,Winter,approved
2102,4, Not Graduate, Yes,3600000,12400000,18,494,5300000,100000,10200000,1900000,5.1176295,2.234943,Summer,rejected
2103,0, Graduate, Yes,3900000,12800000,18,587,4500000,5300000,12600000,5000000,3.470095,2.873731,Spring,approved
2104,3, Not Graduate, No,2600000,8100000,12,425,7300000,1900000,6800000,2200000,6.874049,3.2685063,Winter,rejected
2105,1, Not Graduate, No,2400000,5200000,2,371,6100000,3100000,8500000,1400000,5.1536913,3.1309907,Fall,rejected
2106,0, Graduate, No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,7.1680303,2.9146924,Winter,approved
2107,2, Not Graduate, Yes,5000000,19500000,14,775,3100000,4700000,9900000,6500000,6.1561513,2.723001,Winter,approved
2108,4, Graduate, Yes,3900000,11900000,10,855,10200000,4000000,10200000,2800000,5.1105814,3.4598854,Fall,approved
2109,1, Graduate, Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000,4.939189,1.89605,Summer,approved
2110,3, Not Graduate, No,1800000,5600000,20,860,1900000,1700000,4300000,900000,2.6592288,3.8511012,Fall,approved
2111,0, Graduate, No,8300000,21400000,2,662,6100000,12300000,24500000,10200000,2.8275216,2.9957225,Spring,approved
2112,0, Not Graduate, No,9000000,28400000,4,612,0,7200000,26900000,13200000,5.5798836,1.9316614,Summer,approved
2113,3, Graduate, Yes,1400000,2700000,14,694,3800000,200000,3600000,1700000,4.9799933,1.646464,Summer,approved
2114,3, Graduate, No,2700000,7800000,14,870,5400000,5300000,5700000,2100000,4.939859,3.068059,Fall,approved
2115,5, Not Graduate, No,600000,2300000,4,347,0,0,1900000,200000,4.683633,2.198591,Summer,rejected
2116,3, Graduate, No,9100000,19900000,2,711,2200000,17900000,24300000,13000000,5.090985,2.7457147,Summer,approved
2117,1, Graduate, Yes,200000,400000,20,882,400000,100000,300000,0,3.3409095,3.621674,Fall,approved
2118,3, Not Graduate, Yes,9200000,35000000,4,716,1100000,10200000,33600000,11400000,5.296353,2.2628906,Summer,approved
2119,1, Not Graduate, Yes,8400000,23000000,12,657,15400000,14800000,31900000,8200000,4.547419,1.9905792,Summer,approved
2120,4, Graduate, Yes,1500000,5800000,2,304,2400000,1600000,3300000,1400000,6.3701553,2.0483947,Winter,approved
2121,0, Graduate, Yes,3800000,11200000,20,479,1100000,6400000,12000000,5400000,6.9844494,3.619115,Winter,rejected
2122,2, Graduate, No,5500000,19000000,4,597,1100000,4000000,18700000,5300000,4.472652,3.2275195,Fall,approved
2123,1, Not Graduate, Yes,8100000,26900000,6,522,23000000,2100000,18700000,4200000,6.550757,3.762039,Winter,rejected
2124,0, Not Graduate, No,8200000,20300000,4,666,13100000,10200000,25900000,7800000,4.924387,1.9742583,Summer,approved
2125,5, Not Graduate, No,1000000,2000000,4,524,2700000,1800000,2200000,700000,4.990076,1.8996136,Summer,rejected
2126,5, Not Graduate, Yes,7300000,22500000,2,846,9800000,4700000,20300000,5700000,4.1052656,1.6949748,Summer,approved
2127,2, Graduate, Yes,8600000,32500000,4,758,20900000,600000,18000000,6900000,4.101254,1.8871039,Summer,approved
2128,2, Not Graduate, Yes,2300000,9100000,20,610,3700000,600000,7800000,3400000,3.7291474,1.6298348,Spring,approved
2129,0, Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000,6.5589585,3.1658933,Winter,rejected
2130,3, Graduate, Yes,5000000,13900000,8,555,12300000,6700000,18100000,4800000,3.7389402,1.8608559,Spring,approved
2131,2, Not Graduate, Yes,3800000,12500000,14,842,3700000,6700000,14600000,5300000,4.321684,2.7925775,Summer,approved
2132,4, Graduate, No,3900000,12600000,8,553,8200000,2500000,12300000,4500000,6.094801,0.7964918,Winter,approved
2133,0, Not Graduate, No,7700000,29300000,14,801,6200000,11800000,23400000,4700000,7.5733476,3.93523,Winter,approved
2134,4, Graduate, No,1300000,3600000,10,657,3200000,1900000,2900000,1100000,6.76631,3.5454562,Winter,approved
2135,3, Not Graduate, No,4500000,16400000,6,533,1800000,5600000,12200000,3900000,4.8924065,1.4444047,Summer,rejected
2136,3, Not Graduate, No,3600000,9800000,12,654,600000,1300000,7500000,2200000,4.4953623,2.1557188,Summer,approved
2137,4, Graduate, No,1900000,4300000,4,826,2400000,0,7000000,900000,4.321684,2.7925775,Summer,approved
2138,3, Not Graduate, Yes,3600000,9500000,16,748,7700000,2400000,9700000,2600000,6.2386346,2.1175916,Winter,approved
2139,4, Graduate, Yes,600000,1400000,4,761,800000,500000,2100000,300000,4.9260077,1.7905263,Summer,approved
2140,4, Graduate, No,3800000,10400000,10,833,7500000,2500000,14100000,4200000,4.823023,2.6480799,Summer,approved
2141,5, Graduate, No,4700000,14400000,16,884,9900000,4400000,9300000,3800000,3.2534373,3.4416852,Fall,approved
2142,5, Not Graduate, No,2400000,5100000,6,756,1500000,200000,5300000,3400000,3.4726944,4.1732697,Winter,approved
2143,3, Not Graduate, Yes,5000000,16700000,20,420,1100000,5000000,18700000,6900000,4.77838,3.4003766,Fall,rejected
2144,3, Graduate, No,9900000,23600000,18,557,18300000,8600000,23000000,9100000,2.2608643,1.5994623,Spring,approved
2145,5, Graduate, No,9900000,24600000,2,530,24200000,12800000,20400000,13000000,3.7484343,0.47125438,Spring,rejected
2146,1, Not Graduate, No,7200000,24700000,6,596,8800000,1400000,21700000,5800000,1.8522767,2.8350976,Spring,approved
2147,2, Not Graduate, No,1500000,3800000,4,776,2800000,0,5300000,1400000,3.800446,3.880388,Fall,approved
2148,0, Not Graduate, Yes,4200000,8900000,14,796,3000000,1600000,13300000,4800000,6.1466513,2.4873466,Winter,approved
2149,5, Not Graduate, Yes,2000000,7400000,14,799,3600000,3700000,4300000,1100000,5.8472567,2.9271054,Summer,approved
2150,2, Graduate, Yes,3800000,10900000,10,766,1900000,3900000,8600000,3000000,6.845434,2.6267154,Winter,approved
2151,3, Not Graduate, Yes,6000000,18700000,18,783,2800000,8500000,20300000,8800000,5.443627,0.30877662,Summer,approved
2152,4, Not Graduate, Yes,2000000,4000000,10,636,2100000,0,4000000,1700000,4.9604673,3.7133787,Fall,approved
2153,2, Graduate, Yes,9900000,33400000,14,783,16600000,16100000,21000000,9500000,4.0718875,3.073113,Fall,approved
2154,3, Not Graduate, Yes,9400000,30900000,20,873,22800000,17700000,19300000,9000000,3.2583654,3.481152,Fall,approved
2155,2, Graduate, Yes,3800000,9100000,14,849,6300000,2400000,9500000,2500000,4.823631,3.3087044,Fall,approved
2156,5, Graduate, Yes,6500000,18100000,10,360,15700000,10600000,20200000,6100000,5.9079485,2.824982,Summer,rejected
2157,5, Not Graduate, No,900000,2800000,16,808,2100000,900000,3100000,800000,4.288778,3.6772454,Fall,approved
2158,4, Not Graduate, Yes,3600000,12400000,18,494,5300000,100000,10200000,1900000,4.6591763,3.8385317,Fall,rejected
2159,2, Not Graduate, No,3700000,13500000,4,820,4700000,1600000,14000000,5300000,8.718408,2.0170014,Winter,approved
2160,5, Graduate, No,2800000,11000000,12,753,3900000,4600000,10700000,2400000,5.336832,2.3482735,Summer,approved
2161,4, Graduate, Yes,7600000,16200000,20,657,1900000,9300000,28500000,5500000,4.363458,2.4494267,Summer,approved
2162,5, Not Graduate, Yes,6000000,12100000,20,848,13900000,4800000,18000000,3600000,3.1298869,3.4593742,Fall,approved
2163,0, Not Graduate, No,4800000,18800000,16,551,7900000,9400000,17300000,5500000,7.165057,1.676614,Winter,approved
2164,1, Not Graduate, No,3100000,6600000,20,837,4000000,4200000,12300000,4300000,6.111476,1.8165115,Winter,approved
2165,0, Graduate, No,6800000,27000000,4,429,17100000,7600000,21400000,9400000,5.608352,2.7174973,Summer,approved
2166,4, Not Graduate, No,7900000,25700000,18,589,4300000,300000,25300000,9800000,3.3322577,3.7652283,Fall,approved
2167,4, Graduate, No,4600000,9400000,18,545,800000,2400000,11500000,6300000,6.147729,3.6563385,Winter,rejected
2168,4, Graduate, Yes,7300000,18300000,8,434,10000000,2900000,26800000,6700000,4.176854,2.2192354,Summer,rejected
2169,5, Graduate, No,9900000,24600000,2,530,24200000,12800000,20400000,13000000,4.1346016,4.216307,Winter,rejected
2170,5, Not Graduate, No,4600000,11500000,16,668,6500000,3100000,10200000,5500000,3.3355057,1.461145,Spring,approved
2171,4, Not Graduate, No,2700000,6100000,16,677,100000,3300000,6500000,3800000,6.9419394,2.1796327,Winter,approved
2172,4, Graduate, No,6900000,20800000,4,839,2600000,2400000,16100000,7400000,6.160145,1.245109,Winter,approved
2173,5, Not Graduate, Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000,6.2761283,4.354103,Winter,approved
2174,1, Graduate, No,7700000,27300000,8,509,10100000,2200000,20200000,10800000,4.837714,3.11846,Fall,rejected
2175,0, Graduate, Yes,5300000,20200000,2,861,500000,800000,16500000,6200000,6.2537847,2.2156456,Winter,approved
2176,4, Not Graduate, Yes,200000,700000,10,672,200000,200000,300000,300000,5.078541,2.076095,Summer,approved
2177,0, Graduate, No,4200000,11000000,20,817,6700000,2400000,11700000,6100000,6.2228208,1.3321468,Winter,approved
2178,5, Graduate, No,1300000,2900000,4,372,1700000,100000,2800000,600000,4.9046474,2.5099204,Summer,rejected
2179,4, Graduate, Yes,4100000,11600000,14,854,500000,6900000,12700000,5700000,6.734195,2.2424994,Winter,approved
2180,1, Not Graduate, No,1200000,2700000,14,779,600000,2200000,2400000,600000,3.8788564,2.7428894,Spring,approved
2181,4, Not Graduate, No,4800000,10100000,12,634,9200000,300000,15000000,6900000,4.005668,2.6100056,Summer,approved
2182,3, Not Graduate, Yes,8500000,30300000,12,762,12700000,3700000,20000000,4200000,3.548292,2.257266,Spring,approved
2183,1, Graduate, No,2600000,9900000,6,594,2900000,4300000,6700000,2500000,2.3913333,1.4958854,Spring,approved
2184,4, Graduate, No,9300000,26100000,16,623,11700000,10500000,21100000,10700000,2.9748445,1.6249231,Spring,approved
2185,1, Graduate, Yes,3100000,9200000,16,374,2400000,3500000,7100000,3500000,4.2434516,1.9192002,Summer,rejected
2186,4, Graduate, No,6700000,16000000,4,791,0,13000000,20700000,5200000,7.682313,1.9339234,Winter,approved
2187,3, Not Graduate, Yes,3100000,11400000,16,562,3600000,3600000,7200000,3100000,4.772208,2.2215414,Summer,approved
2188,4, Not Graduate, No,5700000,13300000,2,333,9400000,3000000,11800000,8200000,3.4641922,1.7856233,Spring,rejected
2189,0, Graduate, No,3600000,12300000,2,300,5200000,3000000,14300000,5400000,4.501361,3.838895,Fall,approved
2190,5, Graduate, No,4600000,10500000,8,758,3900000,4300000,15800000,2900000,6.7202144,1.5145682,Winter,approved
2191,1, Graduate, Yes,9000000,22800000,10,412,0,15600000,32000000,4700000,3.8863416,1.2681468,Spring,rejected
2192,4, Graduate, No,1900000,6100000,2,462,2100000,3300000,5400000,2500000,4.4196186,1.3199005,Summer,approved
2193,5, Not Graduate, Yes,300000,1100000,20,613,600000,400000,700000,200000,3.6360664,5,Winter,approved
2194,3, Not Graduate, Yes,2100000,6100000,8,346,5500000,600000,4500000,2900000,6.01397,2.6651168,Winter,rejected
2195,4, Graduate, Yes,1300000,3900000,16,566,700000,200000,3400000,1600000,3.460136,2.6977565,Spring,approved
2196,5, Graduate, Yes,8200000,28900000,4,485,16500000,3000000,19400000,6800000,2.1367898,0.71301585,Spring,approved
2197,2, Graduate, Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,4.9656367,2.075449,Summer,rejected
2198,1, Graduate, Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000,5.849652,3.1671734,Fall,approved
2199,0, Graduate, Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000,3.406593,2.8835318,Spring,approved
2200,0, Not Graduate, No,6600000,25600000,8,718,12600000,12200000,21700000,9000000,5.9519024,0.8575702,Summer,approved
2201,3, Not Graduate, No,4200000,11400000,10,654,8800000,400000,16200000,5700000,2.9592702,1.8845049,Spring,approved
2202,1, Graduate, No,7400000,15500000,2,693,3000000,12800000,21800000,9300000,8.990069,1.5897244,Winter,approved
2203,5, Not Graduate, No,5100000,13500000,20,840,1400000,5300000,14700000,4500000,3.2920063,2.6674256,Spring,approved
2204,0, Graduate, Yes,2600000,8200000,8,722,3500000,4200000,7100000,3200000,4.3885427,1.236165,Summer,approved
2205,1, Graduate, No,3100000,10600000,14,665,6200000,800000,9500000,3900000,5.169867,1.1788418,Summer,approved
2206,3, Graduate, Yes,7600000,30000000,10,344,19000000,13700000,27600000,11100000,4.8150773,4.070272,Winter,rejected
2207,2, Graduate, No,9100000,21700000,12,549,25500000,11000000,34700000,12200000,3.8958864,3.2764635,Fall,rejected
2208,0, Not Graduate, No,9200000,24700000,14,438,4800000,16000000,20600000,10700000,7.3007364,2.2651575,Winter,rejected
2209,5, Not Graduate, Yes,9800000,35700000,10,726,9400000,18900000,31200000,12000000,3.6692722,1.4185891,Spring,approved
2210,0, Graduate, No,9500000,22600000,6,861,24700000,13200000,29000000,5600000,6.2535553,1.9459765,Winter,approved
2211,5, Graduate, No,6800000,20500000,10,578,500000,11800000,27200000,3400000,7.6373434,1.7561444,Winter,approved
2212,5, Graduate, Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000,5.0107727,2.551639,Summer,approved
2213,3, Graduate, No,9100000,19900000,2,711,2200000,17900000,24300000,13000000,4.1066246,1.3929524,Summer,approved
2214,5, Graduate, Yes,7500000,28200000,2,440,8200000,5800000,24400000,6000000,4.415571,2.2040548,Summer,approved
2215,5, Not Graduate, No,3100000,10800000,10,681,5100000,1700000,7400000,1500000,4.9249916,2.2916107,Summer,approved
2216,2, Not Graduate, Yes,300000,1100000,2,702,300000,200000,500000,200000,3.2813125,2.2465599,Spring,approved
2217,1, Not Graduate, Yes,5000000,16900000,12,517,2200000,1500000,15500000,5400000,6.4974093,1.1501814,Winter,rejected
2218,2, Graduate, No,2200000,7000000,6,777,6100000,400000,4400000,3300000,6.26516,2.3112817,Winter,approved
2219,3, Graduate, Yes,800000,1500000,2,589,1500000,1100000,1800000,400000,2.766508,1.5058534,Spring,approved
2220,3, Graduate, Yes,2100000,7400000,14,656,5600000,400000,5200000,2800000,3.8138309,2.2529018,Spring,approved
2221,2, Not Graduate, Yes,6300000,18100000,6,671,7900000,8200000,13200000,5400000,4.966483,1.1572198,Summer,approved
2222,4, Graduate, Yes,700000,2400000,14,705,0,100000,2000000,700000,4.127268,2.4413292,Summer,approved
2223,0, Not Graduate, No,4600000,14400000,14,642,10100000,8700000,11100000,4800000,4.666568,1.8863161,Summer,approved
2224,4, Graduate, Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000,3.9579318,3.5448415,Fall,approved
2225,3, Graduate, Yes,7500000,17900000,2,680,7000000,11800000,25000000,6300000,3.854666,2.6724825,Spring,approved
2226,1, Not Graduate, Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000,4.711281,3.4477527,Fall,approved
2227,0, Graduate, No,9500000,22600000,6,861,24700000,13200000,29000000,5600000,6.936192,4.0027757,Winter,approved
2228,4, Not Graduate, Yes,5200000,11400000,10,406,14700000,2000000,13000000,4400000,3.7150383,3.440699,Fall,rejected
2229,4, Graduate, Yes,4100000,10400000,12,727,11900000,5900000,16400000,4400000,4.667324,1.8365822,Summer,approved
2230,0, Graduate, No,5300000,19500000,12,802,9800000,3300000,15200000,3200000,6.7668514,3.984557,Winter,approved
2231,0, Graduate, No,700000,1900000,18,572,1400000,1000000,2000000,300000,5.9892144,2.267723,Summer,approved
2232,4, Graduate, Yes,5600000,16500000,20,692,14500000,7800000,18000000,7400000,4.186532,2.6502748,Summer,approved
2233,2, Graduate, No,8200000,22500000,18,857,13400000,14300000,28400000,8400000,4.1760535,2.167127,Summer,approved
2234,5, Not Graduate, Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000,3.8103487,1.9328709,Spring,rejected
2235,1, Graduate, No,8200000,25600000,4,686,2000000,5900000,17300000,4400000,4.6024256,1.8586742,Summer,approved
2236,5, Not Graduate, Yes,9900000,33300000,6,364,5300000,18700000,27800000,8300000,7.0988955,2.8436875,Winter,rejected
2237,0, Graduate, No,1800000,5400000,16,555,3900000,2900000,5100000,1700000,6.653138,2.8617449,Winter,approved
2238,1, Not Graduate, No,3200000,12000000,16,597,6800000,1900000,7700000,2200000,4.6271553,3.722676,Fall,approved
2239,4, Graduate, Yes,4100000,10400000,12,727,11900000,5900000,16400000,4400000,2.8757603,2.0737221,Spring,approved
2240,4, Not Graduate, No,6000000,18700000,2,623,4300000,4000000,19100000,5700000,2.8106027,2.6082337,Spring,approved
2241,4, Not Graduate, Yes,2400000,9400000,2,871,3700000,300000,7100000,3500000,6.631302,1.8135246,Winter,approved
2242,1, Not Graduate, Yes,600000,1400000,10,699,400000,500000,1300000,800000,6.8496423,4.202825,Winter,approved
2243,1, Graduate, No,5900000,16800000,4,806,11200000,9700000,22800000,7100000,4.200522,2.748358,Summer,approved
2244,2, Not Graduate, Yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000,3.1950521,2.664648,Spring,approved
2245,1, Not Graduate, No,1000000,3600000,4,546,2500000,0,2600000,500000,3.6111245,1.3389444,Spring,approved
2246,0, Graduate, No,1400000,5000000,8,686,1800000,1900000,3200000,1500000,5.049249,3.59789,Fall,approved
2247,5, Graduate, Yes,1100000,3900000,2,538,400000,1300000,4300000,1600000,5.063423,0.8251859,Summer,approved
2248,3, Not Graduate, Yes,6100000,22800000,18,640,16800000,7300000,19600000,6000000,6.2577496,2.564816,Winter,approved
2249,3, Graduate, Yes,9000000,33600000,2,426,21600000,16200000,20700000,11900000,4.3870435,1.8839784,Summer,approved
2250,1, Graduate, No,6000000,20100000,6,476,13900000,10000000,15200000,5500000,2.9264271,4.184105,Winter,rejected
2251,4, Not Graduate, Yes,9200000,28100000,12,760,23200000,9700000,22300000,12900000,5.5902195,3.017004,Fall,approved
2252,1, Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,6.3546605,1.370276,Winter,approved
2253,1, Not Graduate, No,6900000,14400000,10,828,4600000,13000000,26700000,9000000,4.1521473,1.2760769,Summer,approved
2254,5, Not Graduate, Yes,800000,2500000,4,780,500000,900000,1700000,400000,4.486021,4.012253,Winter,approved
2255,2, Not Graduate, Yes,9800000,32700000,2,304,4700000,19000000,24500000,8600000,4.2570343,2.8826668,Summer,approved
2256,4, Not Graduate, Yes,2600000,8500000,4,392,5500000,100000,8800000,2900000,4.8060894,2.5381749,Summer,approved
2257,4, Graduate, No,8000000,29100000,4,421,3100000,12000000,27000000,8800000,6.7928214,1.8385555,Winter,approved
2258,3, Graduate, Yes,8800000,30200000,8,607,13600000,12700000,21500000,5900000,2.7631733,2.7211275,Spring,approved
2259,5, Not Graduate, Yes,7300000,23300000,6,622,7100000,11600000,26400000,10500000,5.8009744,2.3575113,Summer,approved
2260,4, Graduate, No,5800000,13500000,14,816,13800000,9300000,20400000,7900000,4.6936054,3.8996441,Fall,approved
2261,1, Not Graduate, No,6900000,26200000,4,534,14500000,11900000,14900000,9400000,6.111855,3.3494751,Winter,approved
2262,4, Graduate, No,700000,1800000,8,874,1600000,1000000,1300000,300000,5.018647,1.5947142,Summer,approved
2263,3, Not Graduate, No,4600000,17900000,8,396,10700000,4000000,12300000,2600000,4.734948,2.562144,Summer,rejected
2264,1, Graduate, No,6300000,22000000,20,646,9500000,7900000,13500000,5500000,4.5324445,3.9779541,Fall,approved
2265,1, Graduate, No,6600000,18500000,8,712,2300000,3200000,24400000,7600000,7.570013,1.956104,Winter,approved
2266,4, Graduate, No,3400000,12700000,2,741,3300000,6100000,7700000,3700000,6.2408843,4.941183,Winter,approved
2267,1, Not Graduate, No,8400000,29900000,16,476,16100000,2400000,32700000,7500000,7.562149,2.84508,Winter,rejected
2268,3, Graduate, Yes,1000000,3500000,16,834,800000,1700000,3000000,700000,2.3801575,1.4149948,Spring,approved
2269,5, Not Graduate, Yes,4400000,8900000,4,761,8100000,1000000,14200000,3000000,6.112998,2.3170874,Winter,approved
2270,1, Graduate, No,5600000,11700000,10,774,11000000,4300000,13100000,6500000,6.734195,2.2424994,Winter,approved
2271,1, Not Graduate, Yes,6800000,13700000,10,879,500000,2600000,22000000,6800000,5.830822,2.0173137,Summer,approved
2272,0, Not Graduate, Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000,4.063168,1.7875144,Summer,approved
2273,3, Not Graduate, Yes,4000000,11600000,6,539,5900000,2600000,12100000,4700000,3.0337584,1.896459,Spring,rejected
